,customer_id,gender,start_date,end_date,is_deleted,campaign_name,class_name,price,calc_date,membership_period,mean,median,max,min,routine_flg
552,IK672859,M,2016-11-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,18,2.5,2.5,4,1,0
587,OA176831,M,2016-12-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,21,4.0,4.0,6,3,1
591,GD705390,M,2016-12-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,21,2.8333333333333335,3.0,4,2,1
602,GD325128,M,2017-01-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,15,3.0,3.0,3,3,0
608,OA215868,F,2017-01-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,16,3.0,3.0,4,2,1
622,IK703077,M,2017-01-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,23,4.555555555555555,4.0,7,2,1
635,OA134132,F,2017-02-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,19,4.0,4.5,5,2,1
643,HD853800,M,2017-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,23,3.8,4.0,7,2,1
644,AS098763,F,2017-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,23,3.7,3.0,8,2,0
649,HI736424,F,2017-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,18,2.8,2.0,7,1,0
650,OA154669,M,2017-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,23,3.5,4.0,5,1,1
655,OA816818,M,2017-02-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,19,2.3333333333333335,2.5,4,1,0
658,PL338734,F,2017-02-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,15,3.5,3.5,4,3,1
674,GD390442,M,2017-03-01,2018-10-31 00:00:00,1,2_일반,0_종일,10500,2018-10-31,19,3.5714285714285716,4.0,7,1,1
675,AS321794,M,2017-03-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,21,3.5555555555555554,4.0,9,1,1
678,PL033359,M,2017-03-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,13,3.0,3.0,3,3,0
682,IK341016,M,2017-03-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,13,1.0,1.0,1,1,0
695,HI181600,M,2017-03-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,18,2.6666666666666665,2.5,5,1,0
706,HD044319,F,2017-03-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,22,3.4,3.5,6,1,1
717,AS717316,M,2017-04-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,13,3.0,3.0,4,2,1
735,IK093147,M,2017-04-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,13,2.5,2.5,4,1,0
737,PL597186,F,2017-04-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,17,2.3333333333333335,2.0,4,1,0
741,AS174345,M,2017-04-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,20,3.7777777777777777,4.0,6,2,1
743,HD617077,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,1.0,1.0,1,1,0
744,IK720807,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,2.0,2.0,2,2,0
745,GD966172,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,3.0,3.0,3,3,0
746,HD412914,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,4.0,4.0,4,4,1
749,HD699115,F,2017-04-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,22,4.2727272727272725,4.0,6,2,1
753,HI812978,M,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,3.0,3.0,3,3,0
755,HI392766,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,3.0,3.0,3,3,0
760,IK014287,F,2017-04-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,12,2.0,2.0,2,2,0
761,HI791682,M,2017-05-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,15,2.2,2.0,3,1,0
762,HD434034,M,2017-05-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,21,4.090909090909091,5.0,6,2,1
780,AS914290,M,2017-05-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,20,3.3,3.5,6,1,1
786,TS724794,F,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,4.0,4.0,5,3,0
787,OA837154,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,2.5,2.5,4,1,1
788,IK730851,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,2.0,2.0,2,2,0
790,AS834214,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,3.0,3.0,3,3,0
791,IK679292,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,2.5,2.5,4,1,0
792,HI914848,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,2.5,2.5,3,2,0
793,PL923645,M,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,2.0,2.0,2,2,0
794,OA273247,M,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,2.0,2.0,2,2,0
795,OA381877,F,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,1.0,1.0,1,1,0
796,HI429448,M,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,5.0,5.0,5,5,0
798,HD338262,F,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,2.0,2.0,2,2,0
799,IK460546,M,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,4.0,4.0,4,4,0
800,TS649822,F,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,1.0,1.0,1,1,0
801,PL195051,F,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,3.0,3.0,3,3,0
804,AS030404,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,1.0,1.0,1,1,0
805,AS756694,F,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,3.5,3.5,6,1,0
806,AS844339,M,2017-05-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,12,3.0,3.0,4,2,0
810,HD894390,F,2017-05-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,11,2.0,2.0,2,2,0
811,AS925243,F,2017-06-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,10,1.0,1.0,1,1,0
812,OA308429,M,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,3.0,3.0,3,3,0
813,PL471805,F,2017-06-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,19,3.5,3.0,7,1,1
815,GD763258,M,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,2.5,2.5,3,2,0
820,TS865598,F,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,2.0,2.0,3,1,0
821,PL681000,M,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,3.0,3.0,4,2,0
822,GD283160,F,2017-06-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,10,2.0,2.0,2,2,0
824,GD087620,F,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,3.5,3.5,5,2,0
825,GD770166,M,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,1.0,1.0,1,1,0
828,IK604371,M,2017-06-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,11,3.5,3.5,4,3,1
834,PL846767,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,2.3333333333333335,3.0,3,1,0
835,PL093468,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,3.0,3.0,4,2,0
836,HI020083,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,3.0,3.0,3,3,0
837,PL248170,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,2.0,2.0,2,2,0
838,AS305860,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,3.3333333333333335,3.0,5,2,0
839,HD492524,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,1.3333333333333333,1.0,2,1,0
847,PL315222,M,2017-06-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,12,2.6666666666666665,2.0,5,1,0
850,PL043513,F,2017-06-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,20,3.727272727272727,4.0,6,2,1
851,PL000073,M,2017-06-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,10,5.0,5.0,5,5,1
875,HI631124,F,2017-09-01,2019-03-31 00:00:00,1,2_일반,0_종일,10500,2019-03-31,18,4.25,4.5,6,2,1
876,TS651115,F,2017-09-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,10,2.75,2.5,5,1,1
878,TS544093,F,2017-09-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,7,2.0,2.0,2,2,0
879,PL928577,M,2017-09-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,7,1.0,1.0,1,1,0
880,TS269350,M,2017-09-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,8,4.5,4.5,6,3,0
881,HI100579,M,2017-09-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,7,1.0,1.0,1,1,0
882,HD471103,F,2017-09-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,17,4.0,4.0,7,1,1
883,TS989482,M,2017-09-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,17,4.909090909090909,6.0,8,1,1
884,IK077620,M,2017-09-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,8,3.0,3.0,3,3,0
885,HD541285,M,2017-09-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,9,4.0,4.0,6,2,1
886,PL191690,M,2017-09-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,9,2.6666666666666665,3.0,4,1,0
887,PL855950,M,2017-09-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,9,4.0,5.0,5,2,1
888,AS462883,M,2017-09-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,16,4.0,4.5,6,1,1
889,AS428439,M,2017-09-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,10,3.5,3.5,5,2,1
890,AS917021,F,2017-09-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,8,2.0,2.0,3,1,0
891,OA030640,M,2017-09-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,11,2.2,2.0,3,2,0
892,OA584488,F,2017-09-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,17,4.363636363636363,5.0,7,2,1
893,HD124235,M,2017-09-01,2018-11-30 00:00:00,1,2_일반,0_종일,10500,2018-11-30,14,2.5,2.5,4,1,0
895,PL113746,M,2017-09-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,12,3.3333333333333335,2.5,8,1,1
896,HI506119,M,2017-09-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,12,3.5,3.5,5,2,1
897,PL920204,M,2017-09-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,12,3.0,3.0,4,2,0
898,GD149816,M,2017-09-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,12,3.3333333333333335,3.0,7,1,0
899,GD574697,M,2017-09-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,11,2.0,2.0,3,1,0
900,TS842808,M,2017-09-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,11,3.8,4.0,5,2,0
902,PL229628,F,2017-10-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,9,3.75,4.0,5,2,1
903,HD333544,M,2017-10-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,9,3.25,3.0,6,1,1
904,PL483945,M,2017-10-01,2018-10-31 00:00:00,1,2_일반,0_종일,10500,2018-10-31,12,3.4285714285714284,4.0,5,1,1
905,HI412057,F,2017-10-01,2018-10-31 00:00:00,1,2_일반,0_종일,10500,2018-10-31,12,2.2857142857142856,2.0,4,1,0
906,HD134433,M,2017-10-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,9,3.5,4.0,5,1,0
910,GD968549,F,2017-10-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,11,3.3333333333333335,4.0,4,2,1
913,AS929382,M,2017-10-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,11,1.8333333333333333,1.0,4,1,0
914,GD728833,M,2017-10-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,9,3.0,3.0,4,2,0
915,TS634630,M,2017-10-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,10,1.8,2.0,3,1,0
931,TS722134,M,2017-10-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,8,4.0,4.0,4,4,1
932,HD649306,M,2017-10-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,8,2.3333333333333335,2.0,3,2,0
937,TS018265,M,2017-10-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,6,2.0,2.0,2,2,0
938,HI142725,M,2017-10-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,6,2.0,2.0,2,2,0
939,HD561337,M,2017-10-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,6,2.0,2.0,2,2,0
940,OA948852,F,2017-10-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,7,3.0,3.0,4,2,1
942,HD725527,M,2017-10-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,15,3.8,3.5,7,1,1
944,TS019328,F,2017-11-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,15,3.727272727272727,4.0,7,1,1
946,AS169823,M,2017-11-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,7,3.0,3.0,4,2,1
947,OA039044,F,2017-11-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,10,3.0,3.0,4,2,0
948,OA571994,F,2017-11-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,7,1.6666666666666667,1.0,3,1,0
949,IK823588,F,2017-11-01,2019-03-31 00:00:00,1,2_일반,0_종일,10500,2019-03-31,16,4.166666666666667,4.0,7,1,1
950,PL297992,M,2017-11-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,8,3.25,3.0,5,2,0
952,GD614242,M,2017-11-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,8,3.75,4.0,6,1,0
954,TS243124,M,2017-11-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,8,2.0,2.0,3,1,0
955,AS512827,M,2017-11-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,8,2.75,3.0,4,1,0
956,HD079011,F,2017-11-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,15,4.636363636363637,5.0,6,1,1
968,TS794667,M,2017-11-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,15,4.181818181818182,4.0,7,1,1
970,HD807553,F,2017-11-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,9,3.0,4.0,4,1,0
971,PL340906,M,2017-11-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,9,1.8,1.0,3,1,0
973,HD822984,F,2017-11-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,15,4.454545454545454,4.0,8,2,1
979,GD701512,M,2017-11-01,2018-11-30 00:00:00,1,2_일반,0_종일,10500,2018-11-30,12,3.75,4.0,6,2,1
982,HD801142,M,2017-11-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,6,2.0,2.0,2,2,0
985,HI501814,F,2017-11-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,15,4.090909090909091,4.0,6,1,1
989,PL004477,F,2017-11-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,5,1.0,1.0,1,1,0
991,IK328604,M,2018-01-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,4,4.0,4.0,4,4,0
992,AS220894,M,2018-01-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,11,3.7777777777777777,4.0,7,1,1
995,GD164396,M,2018-01-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,11,4.444444444444445,5.0,9,1,1
999,HD567544,M,2018-01-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,5,2.6666666666666665,3.0,3,2,0
1003,HD313841,M,2018-01-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,11,4.0,4.0,6,2,1
1005,GD703244,F,2018-01-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,13,4.090909090909091,5.0,7,1,1
1006,IK699204,M,2018-01-01,2018-11-30 00:00:00,1,2_일반,0_종일,10500,2018-11-30,10,3.375,2.5,8,1,1
1008,OA659141,F,2018-01-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,4,2.0,2.0,3,1,0
1010,GD762120,F,2018-01-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,5,3.3333333333333335,3.0,5,2,0
1011,TS637747,M,2018-01-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,5,2.3333333333333335,2.0,4,1,0
1012,HI987024,F,2018-01-01,2018-10-31 00:00:00,1,2_일반,0_종일,10500,2018-10-31,9,2.5714285714285716,2.0,5,1,0
1013,OA175481,M,2018-01-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,5,3.3333333333333335,3.0,5,2,0
1014,AS473535,M,2018-01-01,2018-11-30 00:00:00,1,2_일반,0_종일,10500,2018-11-30,10,4.125,4.0,6,3,0
1016,GD620721,M,2018-01-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,12,3.8,4.0,7,1,1
1017,IK923373,M,2018-01-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,12,3.4,3.0,9,1,1
1023,TS828794,M,2018-01-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,7,2.6,2.0,5,2,0
1026,TS884681,M,2018-01-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,7,3.4,4.0,5,1,0
1032,HD335580,M,2018-01-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,4,4.0,4.0,5,3,1
1033,PL894373,F,2018-01-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,8,4.333333333333333,3.5,7,3,1
1034,AS628460,M,2018-01-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,8,3.3333333333333335,3.0,6,1,0
1035,IK961793,M,2018-01-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,8,3.0,3.0,4,1,1
1037,AS477871,M,2018-01-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,3,1.0,1.0,1,1,0
1038,PL287258,F,2018-01-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,6,2.5,2.0,5,1,0
1039,HD952062,F,2018-01-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,6,2.75,2.0,5,2,0
1040,OA986148,M,2018-01-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,6,2.25,2.0,3,2,0
1041,HI059355,F,2018-01-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,13,3.909090909090909,3.0,7,2,0
1042,IK206015,F,2018-01-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,6,2.75,3.0,4,1,0
1047,OA492747,F,2018-02-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,12,4.363636363636363,4.0,7,1,1
1054,HI121657,M,2018-02-01,2019-03-31 00:00:00,1,2_일반,0_종일,10500,2019-03-31,13,4.333333333333333,4.5,8,1,1
1062,IK549010,M,2018-02-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,2,2.0,2.0,2,2,0
1063,GD673835,M,2018-02-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,2,3.0,3.0,3,3,0
1064,IK698337,M,2018-02-01,2018-04-30 00:00:00,1,2_일반,0_종일,10500,2018-04-30,2,2.0,2.0,2,2,0
1067,HI576699,M,2018-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,11,4.5,4.5,9,2,1
1068,AS838065,M,2018-02-01,2018-10-31 00:00:00,1,2_일반,0_종일,10500,2018-10-31,8,4.571428571428571,4.0,8,1,1
1069,TS782287,M,2018-02-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,4,1.6666666666666667,2.0,2,1,0
1070,AS363699,M,2018-02-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,4,3.3333333333333335,3.0,5,2,0
1071,HI830026,F,2018-02-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,4,3.3333333333333335,4.0,4,2,0
1072,HD964603,M,2018-02-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,4,2.3333333333333335,2.0,3,2,0
1073,OA558405,M,2018-02-01,2018-09-30 00:00:00,1,2_일반,0_종일,10500,2018-09-30,7,2.6666666666666665,3.0,4,1,1
1075,OA755989,M,2018-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,11,4.4,4.0,9,2,1
1076,IK807110,F,2018-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,11,3.7,3.5,8,1,0
1077,HD372669,M,2018-02-01,2018-07-31 00:00:00,1,2_일반,0_종일,10500,2018-07-31,5,2.25,1.5,5,1,0
1080,GD350258,F,2018-02-01,2018-06-30 00:00:00,1,2_일반,0_종일,10500,2018-06-30,4,2.0,2.0,3,1,0
1081,AS305652,F,2018-02-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,12,5.545454545454546,5.0,10,2,1
1082,PL270286,F,2018-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,6,3.2,3.0,6,1,0
1083,PL360369,M,2018-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,6,3.6,4.0,6,1,1
1084,HD312137,M,2018-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,6,2.8,3.0,4,1,1
1085,IK195538,M,2018-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,6,3.8,4.0,6,1,1
1086,AS660812,M,2018-02-01,2019-02-28 00:00:00,1,2_일반,0_종일,10500,2019-02-28,12,4.818181818181818,5.0,9,3,1
1088,PL257294,M,2018-02-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,10,4.0,3.0,9,1,0
1089,OA591930,F,2018-02-01,2018-12-31 00:00:00,1,2_일반,0_종일,10500,2018-12-31,10,4.777777777777778,5.0,8,1,1
1090,TS684827,M,2018-02-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,3,3.0,3.0,4,2,1
1092,HD094887,M,2018-02-01,2018-05-31 00:00:00,1,2_일반,0_종일,10500,2018-05-31,3,2.0,2.0,3,1,0
1093,HI618824,M,2018-02-01,2018-08-31 00:00:00,1,2_일반,0_종일,10500,2018-08-31,6,3.2,2.0,6,2,1
1094,IK518800,F,2018-02-01,2018-11-30 00:00:00,1,2_일반,0_종일,10500,2018-11-30,9,4.125,4.5,8,1,1
1097,GD134164,F,2018-02-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,11,4.2,3.5,8,2,1
1098,HD432390,F,2018-03-01,2019-01-31 00:00:00,1,2_일반,0_종일,10500,2019-01-31,10,4.0,4.0,7,2,1
