,customer_id,gender,start_date,end_date,is_deleted,campaign_name,class_name,price,calc_date,membership_period,mean,median,max,min,routine_flg
23,HI570349,F,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,4.916666666666667,5.0,7,2,1
24,GD967749,F,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,4.666666666666667,4.5,8,3,1
25,HD124700,M,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,4.5,4.0,8,2,1
26,HD349501,F,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,4.833333333333333,5.0,8,1,1
27,GD126553,M,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,5.333333333333333,5.0,8,3,1
28,AS777651,M,2015-05-01,,0,2_일반,0_종일,10500,2019-04-30,47,4.166666666666667,3.5,7,2,1
29,PL367795,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.4166666666666665,4.0,7,1,1
30,HI324110,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.4166666666666665,3.0,7,1,1
31,HI582217,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.666666666666667,4.5,7,3,1
32,TS200932,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.916666666666667,5.0,7,2,1
33,PL410964,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.25,4.0,7,1,1
34,HI728364,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.25,4.0,7,2,1
35,HI373547,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.0,3.0,8,2,1
36,GD489678,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.75,4.5,9,2,1
37,IK055692,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,5.666666666666667,5.5,7,5,1
38,TS035920,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.75,5.0,7,2,1
39,AS099984,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.5,4.5,7,2,1
40,TS471939,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.916666666666667,5.0,7,3,1
41,PL487301,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.583333333333333,5.0,6,1,1
42,OA236156,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.083333333333333,3.5,8,2,1
43,AS677821,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.9166666666666665,4.0,6,2,1
44,PL825454,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.416666666666667,4.0,7,3,1
45,HI146430,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.583333333333333,5.0,8,1,1
46,GD437531,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.416666666666667,4.5,7,1,1
47,OA103624,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,5.166666666666667,5.0,8,3,1
48,OA933190,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.583333333333333,4.5,7,3,1
49,IK999272,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.9166666666666665,4.0,5,2,1
50,GD163914,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.8333333333333335,4.0,5,1,1
51,PL942936,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.583333333333333,5.0,6,3,1
52,IK006139,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,5.333333333333333,5.0,8,3,1
53,IK902787,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.083333333333333,4.5,6,2,1
54,HI216184,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.0,4.0,7,2,1
55,HI965956,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.666666666666667,5.0,6,3,1
56,OA225076,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.333333333333333,4.5,7,1,1
57,PL456313,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,3.75,3.5,8,1,1
58,PL779242,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.5,4.0,6,3,1
59,AS099118,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.5,5.0,6,1,1
60,AS834706,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.75,5.0,7,3,1
61,AS614421,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,5.083333333333333,5.5,7,3,1
62,OA747936,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,5.25,5.0,8,3,1
63,AS299544,M,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.083333333333333,4.0,6,2,1
64,HD120698,F,2015-06-01,,0,2_일반,0_종일,10500,2019-04-30,46,4.833333333333333,5.0,7,3,1
65,GD235669,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.666666666666667,4.5,7,2,1
66,AS933597,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,3.9166666666666665,3.5,8,1,1
67,OA986961,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.666666666666667,4.0,8,3,1
68,TS244750,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.75,4.0,7,3,1
69,OA753193,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.666666666666667,5.0,8,2,1
70,GD084870,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.166666666666667,4.5,6,2,1
71,IK357051,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.25,4.0,8,2,1
72,AS065870,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.666666666666667,4.0,8,3,1
73,PL827485,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.416666666666667,4.0,8,1,1
74,HI092194,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.833333333333333,4.5,9,3,1
75,OA025439,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.583333333333333,4.0,8,2,1
76,GD812702,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.416666666666667,5.0,7,1,1
77,AS726714,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.333333333333333,4.5,6,2,1
78,OA310354,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.5,5.0,7,3,1
79,HD296157,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.25,4.0,7,2,1
80,AS015315,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.833333333333333,5.0,7,3,1
81,HI323901,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.833333333333333,5.0,7,3,1
82,AS868124,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.916666666666667,5.5,7,2,1
83,PL445190,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,3.8333333333333335,4.0,5,2,1
84,GD837157,F,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,5.416666666666667,6.0,7,2,1
85,OA375487,M,2015-07-01,,0,2_일반,0_종일,10500,2019-04-30,45,4.083333333333333,4.5,6,1,1
86,PL863573,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,5.166666666666667,5.0,8,3,1
87,IK155697,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.25,5.0,6,1,1
88,AS132988,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,5.333333333333333,5.5,7,2,1
89,HI708658,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.166666666666667,4.0,7,1,1
90,TS223691,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.083333333333333,4.0,6,2,1
91,OA823412,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,5.5,6.0,8,3,1
92,OA545809,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.333333333333333,4.0,6,3,1
93,GD687485,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.916666666666667,5.0,7,2,1
94,OA484479,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.166666666666667,5.0,6,1,1
95,HI978590,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,5.166666666666667,5.0,9,3,1
96,HD405727,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,3.5833333333333335,4.0,5,1,1
97,TS386881,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.416666666666667,4.5,6,1,1
98,TS864496,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.583333333333333,4.0,8,2,1
99,HD862235,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.166666666666667,4.0,6,1,1
100,OA368057,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,3.5833333333333335,4.0,6,2,1
101,OA085890,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,3.9166666666666665,4.0,6,2,1
102,OA250167,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.166666666666667,4.0,7,2,1
103,TS357089,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.416666666666667,4.5,6,2,1
104,AS092144,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.333333333333333,4.0,8,1,1
105,HI929904,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.416666666666667,4.0,6,3,1
106,HD733934,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.666666666666667,5.0,7,2,1
107,IK516841,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.583333333333333,5.0,6,3,1
108,OA955085,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.5,4.0,8,2,1
109,GD257904,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.75,4.0,7,3,1
110,HI184733,M,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.416666666666667,4.0,6,3,1
111,HI969840,F,2015-08-01,,0,2_일반,0_종일,10500,2019-04-30,44,4.75,4.5,7,3,1
112,OA255039,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.833333333333333,5.0,7,3,1
113,HD379875,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.833333333333333,4.5,7,3,1
114,AS736672,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.583333333333333,5.0,6,1,1
115,OA285691,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.416666666666667,5.0,7,3,1
116,PL634236,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,3.5833333333333335,3.0,7,1,1
117,IK051737,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.5,4.5,7,2,1
118,IK018825,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.25,5.0,8,3,1
119,HI673538,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.75,6.0,8,3,1
120,IK433428,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.25,5.0,6,1,1
121,GD004422,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.666666666666667,6.0,8,2,1
122,TS861788,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.666666666666667,5.0,7,1,1
123,TS161670,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.75,5.5,9,1,1
124,PL507166,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.083333333333333,4.0,7,3,1
125,PL753720,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.333333333333333,4.0,7,2,1
126,HD289026,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.083333333333333,4.0,9,1,1
127,HI376364,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,3.9166666666666665,4.0,6,2,1
128,HD561131,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.083333333333333,4.0,6,3,1
129,TS548118,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.416666666666667,4.0,8,1,1
130,IK733351,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.583333333333333,4.0,9,3,1
131,IK266002,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.416666666666667,5.0,7,1,1
132,HD012547,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.083333333333333,4.0,7,2,1
133,GD693914,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.083333333333333,5.0,9,2,1
134,HD981950,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.583333333333333,4.0,8,2,1
135,GD082396,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.833333333333333,5.0,7,2,1
136,PL677323,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.333333333333333,5.5,7,3,1
137,IK096992,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.166666666666667,4.0,8,2,1
138,TS718154,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.583333333333333,4.5,7,2,1
139,GD879805,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.083333333333333,4.0,6,1,1
140,IK616816,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.333333333333333,4.0,7,3,1
141,PL394207,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.833333333333333,5.0,7,2,1
142,HD459783,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.416666666666667,4.5,9,1,1
143,GD479679,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.333333333333333,4.0,9,2,1
144,HD387344,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.166666666666667,4.0,6,2,1
145,OA763272,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.25,4.5,7,1,1
146,HI564909,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.0,5.0,7,2,1
147,TS536483,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.916666666666667,5.0,8,1,1
148,IK559274,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.25,4.5,7,1,1
149,AS468297,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.0,4.0,7,1,1
150,TS637007,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.25,4.0,8,2,1
151,TS168517,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.75,4.5,7,2,1
152,AS712913,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.0,5.0,7,2,1
153,OA075024,M,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,5.0,5.0,8,2,1
154,TS849376,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.833333333333333,4.5,7,3,1
155,TS571375,F,2015-09-01,,0,2_일반,0_종일,10500,2019-04-30,43,4.333333333333333,4.0,9,2,1
156,IK377403,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.416666666666667,4.5,7,1,1
157,HD845666,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.5,4.5,7,2,1
158,PL081925,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.25,4.5,7,2,1
159,HD576900,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.25,4.0,6,2,1
160,GD152639,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,3.8333333333333335,3.5,7,2,1
161,AS258098,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,3.9166666666666665,4.0,6,2,1
162,AS309101,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,3.75,3.5,7,1,1
163,AS275166,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,3.5,3.0,6,1,1
164,HD484088,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.333333333333333,4.0,6,3,1
165,HD176214,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.416666666666667,4.0,7,2,1
166,HI853357,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.416666666666667,4.0,7,3,1
167,GD589615,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,5.083333333333333,5.0,7,4,1
168,AS404579,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.75,5.0,7,2,1
169,IK740134,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.5,4.5,8,1,1
170,IK580114,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.666666666666667,5.0,8,3,1
171,OA462757,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.916666666666667,5.0,7,2,1
172,PL664277,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,5.083333333333333,5.0,8,2,1
173,GD064521,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.666666666666667,5.0,7,2,1
174,HD708558,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.583333333333333,4.0,7,3,1
175,PL343970,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,5.25,5.0,7,4,1
176,TS640338,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.583333333333333,4.5,7,2,1
177,HD762188,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,3.8333333333333335,3.5,6,2,1
178,TS798789,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.666666666666667,4.5,8,3,1
179,HI183246,F,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.75,5.0,8,1,1
180,GD323923,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.583333333333333,5.0,7,2,1
181,IK051201,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,5.083333333333333,5.5,7,2,1
182,AS038564,M,2015-10-01,,0,2_일반,0_종일,10500,2019-04-30,42,4.166666666666667,4.5,6,2,1
183,PL576453,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.0,5.0,7,2,1
184,PL351843,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.166666666666667,5.5,9,1,1
185,PL046622,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.25,5.5,9,1,1
186,AS670699,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.75,4.5,8,1,1
187,TS413023,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.0,5.0,7,2,1
188,HD581148,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.0,5.0,7,3,1
189,HI777528,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.416666666666667,4.0,8,3,1
190,GD670693,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.916666666666667,5.0,7,3,1
191,OA737426,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.75,5.0,8,2,1
192,OA791937,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.083333333333333,4.0,6,2,1
193,HD894637,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.75,5.0,7,3,1
194,IK324758,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,3.75,3.5,7,1,1
195,HI995135,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.333333333333333,4.0,7,2,1
196,PL865030,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.333333333333333,4.0,7,3,1
197,AS584189,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.25,4.0,7,2,1
198,AS009373,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.083333333333333,5.0,7,3,1
199,OA963991,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,3.5,3.5,6,1,1
200,TS230934,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.416666666666667,6.0,8,2,1
201,OA543860,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.833333333333333,5.0,7,2,1
202,GD788407,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,3.9166666666666665,4.0,6,1,1
203,PL817645,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,3.9166666666666665,3.5,8,1,1
204,OA166132,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.166666666666667,4.0,7,2,1
205,IK025556,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.833333333333333,5.0,8,2,1
206,IK417386,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.5,4.5,7,2,1
207,IK320222,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.666666666666667,4.5,7,3,1
208,HI650765,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.666666666666667,4.5,7,3,1
209,HI196175,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.666666666666667,5.0,6,3,1
210,TS797358,F,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.833333333333333,5.0,7,1,1
211,IK390163,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.416666666666667,4.5,7,2,1
212,HD537465,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.5,5.0,6,2,1
213,GD649455,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.0,4.5,8,3,1
214,HI713224,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.916666666666667,4.5,8,3,1
215,TS036404,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,4.5,5.0,6,3,1
216,HI207536,M,2015-11-01,,0,2_일반,0_종일,10500,2019-04-30,41,5.25,5.0,9,2,1
217,HD074397,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.166666666666667,4.5,8,3,1
218,GD900956,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.083333333333333,5.0,8,2,1
219,AS926099,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.833333333333333,5.0,7,3,1
220,OA869095,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.416666666666667,3.5,8,2,1
221,HI654756,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.833333333333333,5.0,8,2,1
222,GD289305,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.5,4.0,9,2,1
223,GD635509,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.916666666666667,5.0,8,3,1
224,HD052411,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,3.75,3.0,6,2,1
225,OA419310,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.333333333333333,5.5,8,3,1
226,PL758046,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.333333333333333,5.5,8,2,1
227,IK755649,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.75,5.0,8,3,1
228,GD970368,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.25,4.5,6,2,1
229,GD873389,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.0,4.5,8,2,1
230,OA129078,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.166666666666667,5.0,8,3,1
231,HD137947,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.666666666666667,4.5,8,2,1
232,HD973885,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.75,5.0,7,2,1
233,PL710888,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.0,5.0,7,3,1
234,HI518408,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,5.333333333333333,5.0,8,3,1
235,HD847713,F,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.25,4.0,7,2,1
236,HD361714,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.5,4.5,8,3,1
237,AS771185,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.416666666666667,4.5,7,1,1
238,HI378471,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.666666666666667,4.5,7,3,1
239,TS093084,M,2015-12-01,,0,2_일반,0_종일,10500,2019-04-30,40,4.333333333333333,4.0,7,2,1
